Üniversite,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
GÜMÜŞHANE ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (İÖ) (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (İÖ) (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (İÖ) (4 Yıllık)",GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
GÜMÜŞHANE ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),GÜMÜŞHANE,Dolmadı,SOZ
HAKKARİ ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),HAKKARİ,Dolmadı,SOZ
HARRAN ÜNİVERSİTESİ Güzel Sanatlar Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",ŞANLIURFA,Dolmadı,SOZ
HARRAN ÜNİVERSİTESİ Turizm ve Otel İşletmeciliği Yüksekokulu Akademik Kadro,Rekreasyon Yönetimi (Yüksekokul) (4 Yıllık),ŞANLIURFA,Dolmadı,SOZ
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),HATAY,Dolmadı,SOZ
HİTİT ÜNİVERSİTESİ İlahiyat Fakültesi (İÖ) Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),ÇORUM,Dolmadı,SOZ
HİTİT ÜNİVERSİTESİ İlahiyat Fakültesi (M.T.O.K.) (İÖ) Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),ÇORUM,Dolmadı,SOZ
HİTİT ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),ÇORUM,Dolmadı,SOZ
HİTİT ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),ÇORUM,Dolmadı,SOZ
IĞDIR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),IĞDIR,Dolmadı,SOZ
IĞDIR ÜNİVERSİTESİ Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Halkla İlişkiler ve Reklamcılık (Yüksekokul) (4 Yıllık),IĞDIR,Dolmadı,SOZ
IĞDIR ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),IĞDIR,Dolmadı,SOZ
IĞDIR ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),IĞDIR,Dolmadı,SOZ
IĞDIR ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),IĞDIR,Dolmadı,SOZ
IĞDIR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),IĞDIR,Dolmadı,SOZ
IĞDIR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),IĞDIR,Dolmadı,SOZ
IĞDIR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),IĞDIR,Dolmadı,SOZ
İNÖNÜ ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),MALATYA,Dolmadı,SOZ
İNÖNÜ ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (Uzaktan Öğretim) (4 Yıllık),MALATYA,Dolmadı,SOZ
İNÖNÜ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),MALATYA,Dolmadı,SOZ
İSTANBUL ÜNİVERSİTESİ Açık ve Uzaktan Eğitim Fakültesi Akademik Kadro,Coğrafya (Açıköğretim) (Açıköğretim) (4 Yıllık),İSTANBUL,Dolmadı,SOZ
İSTANBUL ÜNİVERSİTESİ Açık ve Uzaktan Eğitim Fakültesi Akademik Kadro,Tarih (Açıköğretim) (Açıköğretim) (4 Yıllık),İSTANBUL,Dolmadı,SOZ
KAFKAS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Azerbaycan Türkçesi ve Edebiyatı (4 Yıllık),KARS,Dolmadı,SOZ
KAFKAS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Gürcü Dili ve Edebiyatı (4 Yıllık),KARS,Dolmadı,SOZ
KAFKAS ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),KARS,Dolmadı,SOZ
KAFKAS ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (4 Yıllık),KARS,Dolmadı,SOZ
KAFKAS ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),KARS,Dolmadı,SOZ
KAFKAS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),KARS,Dolmadı,SOZ
KAFKAS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),KARS,Dolmadı,SOZ
KAFKAS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),KARS,Dolmadı,SOZ
KAFKAS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),KARS,Dolmadı,SOZ
KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (Arapça) (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SOZ
KAHRAMANMARAŞ İSTİKLAL ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (Arapça) (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SOZ
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (İÖ) (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SOZ
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),KAHRAMANMARAŞ,Dolmadı,SOZ
KARABÜK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Coğrafya (İÖ) (4 Yıllık),KARABÜK,Dolmadı,SOZ
KARABÜK ÜNİVERSİTESİ Türker İnanoğlu İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),KARABÜK,Dolmadı,SOZ
KARABÜK ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (İÖ) (4 Yıllık),KARABÜK,Dolmadı,SOZ
KARABÜK ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),KARABÜK,Dolmadı,SOZ
KARABÜK ÜNİVERSİTESİ Safranbolu Turizm Fakültesi Akademik Kadro,Rekreasyon Yönetimi (Fakülte) (4 Yıllık),KARABÜK,Dolmadı,SOZ
KARABÜK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (İÖ) (4 Yıllık),KARABÜK,Dolmadı,SOZ
KARABÜK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),KARABÜK,Dolmadı,SOZ
KARABÜK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),KARABÜK,Dolmadı,SOZ
KARABÜK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),KARABÜK,Dolmadı,SOZ
KARABÜK ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),KARABÜK,Dolmadı,SOZ
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (İÖ) (4 Yıllık),KARAMAN,Dolmadı,SOZ
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),KARAMAN,Dolmadı,SOZ
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Rekreasyon Yönetimi (Yüksekokul) (4 Yıllık),KARAMAN,Dolmadı,SOZ
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),KARAMAN,Dolmadı,SOZ
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),KARAMAN,Dolmadı,SOZ
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),KARAMAN,Dolmadı,SOZ
KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ Uygulamalı Bilimler Yüksekokulu Akademik Kadro,Yeni Medya (Yüksekokul) (4 Yıllık),KARAMAN,Dolmadı,SOZ
KASTAMONU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),KASTAMONU,Dolmadı,SOZ
KASTAMONU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),KASTAMONU,Dolmadı,SOZ
KASTAMONU ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (İÖ) (4 Yıllık),KASTAMONU,Dolmadı,SOZ
KASTAMONU ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),KASTAMONU,Dolmadı,SOZ
KASTAMONU ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Reklamcılık (Fakülte) (İÖ) (4 Yıllık),KASTAMONU,Dolmadı,SOZ
KASTAMONU ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),KASTAMONU,Dolmadı,SOZ
KASTAMONU ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),KASTAMONU,Dolmadı,SOZ
KASTAMONU ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (İÖ) (4 Yıllık)",KASTAMONU,Dolmadı,SOZ
KASTAMONU ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",KASTAMONU,Dolmadı,SOZ
KASTAMONU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),KASTAMONU,Dolmadı,SOZ
KAYSERİ ÜNİVERSİTESİ Develi Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Tarih (4 Yıllık),KAYSERİ,Dolmadı,SOZ
KIRIKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),KIRIKKALE,Dolmadı,SOZ
KIRKLARELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),KIRKLARELİ,Dolmadı,SOZ
KIRKLARELİ ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (4 Yıllık),KIRKLARELİ,Dolmadı,SOZ
KIRKLARELİ ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),KIRKLARELİ,Dolmadı,SOZ
KIRKLARELİ ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),KIRKLARELİ,Dolmadı,SOZ
KIRKLARELİ ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Rekreasyon Yönetimi (Fakülte) (4 Yıllık),KIRKLARELİ,Dolmadı,SOZ
KIRKLARELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),KIRKLARELİ,Dolmadı,SOZ
KIRKLARELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),KIRKLARELİ,Dolmadı,SOZ
KIRKLARELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),KIRKLARELİ,Dolmadı,SOZ
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),KIRŞEHİR,Dolmadı,SOZ
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),KIRŞEHİR,Dolmadı,SOZ
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),KIRŞEHİR,Dolmadı,SOZ
KIRŞEHİR AHİ EVRAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),KIRŞEHİR,Dolmadı,SOZ
KİLİS 7 ARALIK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),KİLİS,Dolmadı,SOZ
KİLİS 7 ARALIK ÜNİVERSİTESİ İslami İlimler Fakültesi,İslami İlimler (İÖ) (4 Yıllık),KİLİS,Dolmadı,SOZ
KİLİS 7 ARALIK ÜNİVERSİTESİ İslami İlimler Fakültesi,İslami İlimler (4 Yıllık),KİLİS,Dolmadı,SOZ
KİLİS 7 ARALIK ÜNİVERSİTESİ İslami İlimler Fakültesi,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),KİLİS,Dolmadı,SOZ
KİLİS 7 ARALIK ÜNİVERSİTESİ İslami İlimler Fakültesi,İslami İlimler (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),KİLİS,Dolmadı,SOZ
KİLİS 7 ARALIK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),KİLİS,Dolmadı,SOZ
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İlahiyat (4 Yıllık),KÜTAHYA,Dolmadı,SOZ
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),KÜTAHYA,Dolmadı,SOZ
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İlahiyat (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),KÜTAHYA,Dolmadı,SOZ
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Tavşanlı Uygulamalı Bilimler Fakültesi Akademik Kadro,Rekreasyon Yönetimi (Fakülte) (4 Yıllık),KÜTAHYA,Dolmadı,SOZ
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),KÜTAHYA,Dolmadı,SOZ
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),KÜTAHYA,Dolmadı,SOZ
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),MANİSA,Dolmadı,SOZ
MARDİN ARTUKLU ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (Arapça) (4 Yıllık),MARDİN,Dolmadı,SOZ
MARDİN ARTUKLU ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (Arapça) (M.T.O.K.) (4 Yıllık),MARDİN,Dolmadı,SOZ
MARDİN ARTUKLU ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),MARDİN,Dolmadı,SOZ
MARDİN ARTUKLU ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Süryani Dili ve Edebiyatı (4 Yıllık),MARDİN,Dolmadı,SOZ
MARDİN ARTUKLU ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),MARDİN,Dolmadı,SOZ
MARDİN ARTUKLU ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (Arapça) (4 Yıllık),MARDİN,Dolmadı,SOZ
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Eğitim Fakültesi Akademik Kadro,Özel Eğitim Öğretmenliği (KKTC Uyruklu) (4 Yıllık),MUĞLA,Dolmadı,SOZ
MUNZUR ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),TUNCELİ,Dolmadı,SOZ
MUNZUR ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Tanıtım (4 Yıllık),TUNCELİ,Dolmadı,SOZ
MUNZUR ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",TUNCELİ,Dolmadı,SOZ
MUNZUR ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),TUNCELİ,Dolmadı,SOZ
MUNZUR ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),TUNCELİ,Dolmadı,SOZ
MUNZUR ÜNİVERSİTESİ Edebiyat Fakültesi Akademik Kadro,Zaza Dili ve Edebiyatı (4 Yıllık),TUNCELİ,Dolmadı,SOZ
MUŞ ALPARSLAN ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),MUŞ,Dolmadı,SOZ
MUŞ ALPARSLAN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (4 Yıllık),MUŞ,Dolmadı,SOZ
MUŞ ALPARSLAN ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (4 Yıllık),MUŞ,Dolmadı,SOZ
MUŞ ALPARSLAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Kürt Dili ve Edebiyatı (4 Yıllık),MUŞ,Dolmadı,SOZ
MUŞ ALPARSLAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),MUŞ,Dolmadı,SOZ
MUŞ ALPARSLAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (4 Yıllık),MUŞ,Dolmadı,SOZ
NECMETTİN ERBAKAN ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Rekreasyon Yönetimi (Fakülte) (İÖ) (4 Yıllık),KONYA,Dolmadı,SOZ
NECMETTİN ERBAKAN ÜNİVERSİTESİ Turizm Fakültesi Akademik Kadro,Rekreasyon Yönetimi (Fakülte) (4 Yıllık),KONYA,Dolmadı,SOZ
NECMETTİN ERBAKAN ÜNİVERSİTESİ Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),KONYA,Dolmadı,SOZ
NECMETTİN ERBAKAN ÜNİVERSİTESİ Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),KONYA,Dolmadı,SOZ
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),NEVŞEHİR,Dolmadı,SOZ
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),NEVŞEHİR,Dolmadı,SOZ
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),NEVŞEHİR,Dolmadı,SOZ
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),NEVŞEHİR,Dolmadı,SOZ
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Halkbilimi (4 Yıllık),NEVŞEHİR,Dolmadı,SOZ
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),NİĞDE,Dolmadı,SOZ
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Gazetecilik (4 Yıllık),NİĞDE,Dolmadı,SOZ
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,Halkla İlişkiler ve Reklamcılık (Fakülte) (4 Yıllık),NİĞDE,Dolmadı,SOZ
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (İÖ) (4 Yıllık),NİĞDE,Dolmadı,SOZ
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ İslami İlimler Fakültesi Akademik Kadro,İslami İlimler (M.T.O.K.) (M.T.O.K.) (İÖ) (4 Yıllık),NİĞDE,Dolmadı,SOZ
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ İletişim Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (4 Yıllık)",NİĞDE,Dolmadı,SOZ
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),NİĞDE,Dolmadı,SOZ
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),NİĞDE,Dolmadı,SOZ
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),NİĞDE,Dolmadı,SOZ
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),NİĞDE,Dolmadı,SOZ
ORDU ÜNİVERSİTESİ Güzel Sanatlar Fakültesi Akademik Kadro,"Radyo, Televizyon ve Sinema (İÖ) (4 Yıllık)",ORDU,Dolmadı,SOZ
ORDU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (4 Yıllık),ORDU,Dolmadı,SOZ
ORDU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Sanat Tarihi (İÖ) (4 Yıllık),ORDU,Dolmadı,SOZ
ORDU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (İÖ) (4 Yıllık),ORDU,Dolmadı,SOZ
ORDU ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),ORDU,Dolmadı,SOZ
OSMANİYE KORKUT ATA ÜNİVERSİTESİ Kadirli Sosyal ve Beşeri Bilimler Fakültesi Akademik Kadro,Coğrafya (4 Yıllık),OSMANİYE,Dolmadı,SOZ
OSMANİYE KORKUT ATA ÜNİVERSİTESİ Kadirli Uygulamalı Bilimler Fakültesi Akademik Kadro,Rekreasyon Yönetimi (Fakülte) (4 Yıllık),OSMANİYE,Dolmadı,SOZ
OSMANİYE KORKUT ATA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Tarih (4 Yıllık),OSMANİYE,Dolmadı,SOZ
OSMANİYE KORKUT ATA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Türk Dili ve Edebiyatı (İÖ) (4 Yıllık),OSMANİYE,Dolmadı,SOZ
PAMUKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi Akademik Kadro,Çağdaş Türk Lehçeleri ve Edebiyatları (4 Yıllık),DENİZLİ,Dolmadı,SOZ
PAMUKKALE ÜNİVERSİTESİ İlahiyat Fakültesi Akademik Kadro,İlahiyat (İÖ) (4 Yıllık),DENİZLİ,Dolmadı,SOZ
